node_id,name,parent_node_id
JAVA:572,Merge Sort,JAVA:832
JAVA:573,Message Driven Beans,JAVA:240
JAVA:574,Message Driven Beans,JAVA:475
JAVA:575,Messaging,JAVA:53
JAVA:576,Metering,JAVA:711
JAVA:577,Methods,JAVA:119
JAVA:578,Metrics,JAVA:542
JAVA:579,Modeling,JAVA:611
JAVA:580,Modeling,JAVA:931
JAVA:581,Modifier,JAVA:577
JAVA:582,Modifier,JAVA:267
JAVA:583,Monitoring Tools,JAVA:927
JAVA:584,Monitoring Tools,JAVA:467
JAVA:585,Multi Processing,JAVA:591
JAVA:586,Multi Tasking,JAVA:591
JAVA:587,MultiDimensional Array,JAVA:54
JAVA:588,Multidimensional Collection,JAVA:187
JAVA:589,MultiMap,JAVA:551
JAVA:590,MultiSet,JAVA:808
JAVA:591,MultiThreading,JAVA:680
JAVA:592,Mutable,JAVA:386
JAVA:593,Mutex,JAVA:875
JAVA:594,MVC,JAVA:53
JAVA:595,N Log N,JAVA:13
JAVA:597,Native Programming,JAVA:478
JAVA:598,Natural Sort Order,JAVA:831
JAVA:599,Netbeans,JAVA:374
JAVA:600,Nightly Builds,JAVA:99
JAVA:602,Normalization,JAVA:211
JAVA:603,Notify,JAVA:909
JAVA:604,NUNIT,JAVA:935
JAVA:605,OAuth,JAVA:66
JAVA:606,Object,JAVA:579
JAVA:607,Object,JAVA:433
JAVA:609,Object Diagram,JAVA:859
JAVA:610,Object Orientation Concepts,JAVA:611
JAVA:611,Object Oriented Design,JAVA:993
JAVA:612,Old Generation,JAVA:286
JAVA:615,Open Close Principle,JAVA:830
JAVA:616,Open Source Components,JAVA:827
JAVA:617,OpenJDK,JAVA:465
JAVA:618,Operations on Collections,JAVA:532
JAVA:619,ORB,JAVA:729
JAVA:620,orbd,JAVA:740
JAVA:621,orbd,JAVA:619
JAVA:624,Ordered Collection,JAVA:187
JAVA:625,ORM,JAVA:464
JAVA:626,ORM,JAVA:185
JAVA:629,Out Of Memory Error,JAVA:341
JAVA:630,Out Of Memory Error,JAVA:848
JAVA:631,PaaS,JAVA:127
JAVA:633,Package Cohesion Principle,JAVA:213
JAVA:634,Package Coupling Principle,JAVA:213
JAVA:635,Package Diagram,JAVA:859
JAVA:637,Parallel GC,JAVA:283
JAVA:638,Parameterized Test,JAVA:504
JAVA:639,Parameters,JAVA:267
JAVA:640,Parameters,JAVA:207
JAVA:641,Parameters,JAVA:577
JAVA:642,Pass By Reference,JAVA:639
JAVA:643,Pass By Reference,JAVA:719
JAVA:644,Pass By Value,JAVA:639
JAVA:645,Patch,JAVA:826
JAVA:646,Pay Per Use,JAVA:127
JAVA:647,Peek,JAVA:708
JAVA:648,Peek,JAVA:618
JAVA:649,Peek,JAVA:845
JAVA:651,Perfect Hash Function,JAVA:329
JAVA:652,Permanent Generation,JAVA:286
JAVA:653,PermGenSpace,JAVA:652
JAVA:654,PermGenSpace,JAVA:341
JAVA:656,PHP,JAVA:681
JAVA:657,PHP,JAVA:388
JAVA:658,PHP,JAVA:903
JAVA:660,Pipes and Filter,JAVA:53
JAVA:662,Pointer,JAVA:719
JAVA:663,Policytool,JAVA:466
JAVA:664,Polylogarithmic,JAVA:526
JAVA:666,Polymorphism,JAVA:284
JAVA:667,Polymorphism,JAVA:610
JAVA:668,Polynomial,JAVA:13
JAVA:669,POM,JAVA:557
JAVA:670,POM,JAVA:557
JAVA:671,Pop,JAVA:618
JAVA:672,Pop,JAVA:845
JAVA:673,Pop,JAVA:708
JAVA:675,Primitive Types,JAVA:644
JAVA:676,Primitive Types,JAVA:69
JAVA:677,Primitive Types,JAVA:433
JAVA:678,Priority Queue,JAVA:708
JAVA:679,Private,JAVA:581
JAVA:680,Programming in Java,JAVA:993
JAVA:681,Programming Language,JAVA:993
JAVA:682,Programming Paradigm,JAVA:993
JAVA:684,Project Object Model,JAVA:557
JAVA:686,Prolog,JAVA:540
JAVA:687,Properties,JAVA:588
JAVA:688,Property Graph,JAVA:320
JAVA:689,Protected,JAVA:581
JAVA:691,Provisioning,JAVA:127
JAVA:692,Proxy,JAVA:212
JAVA:693,Pub Sub,JAVA:53
JAVA:694,Public,JAVA:581
JAVA:695,Publisher,JAVA:917
JAVA:696,Push,JAVA:618
JAVA:697,Push,JAVA:845
JAVA:698,Push,JAVA:708
JAVA:699,Python,JAVA:388
JAVA:700,Python,JAVA:903
JAVA:701,Python,JAVA:681
JAVA:703,Quadratic,JAVA:13
JAVA:704,Quadratic Probing,JAVA:329
JAVA:705,Quality Engineering,JAVA:828
JAVA:708,Queue,JAVA:475
JAVA:709,Queue,JAVA:624
JAVA:710,Quick Sort,JAVA:832
JAVA:711,Quota,JAVA:127
JAVA:713,Race Condition,JAVA:153
JAVA:714,Rackspace,JAVA:372
JAVA:715,Radix Tree,JAVA:777
JAVA:716,Realization,JAVA:722
JAVA:717,Receiver,JAVA:708
JAVA:718,Refactoring,JAVA:211
JAVA:719,Reference,JAVA:566
JAVA:720,Regression Testing,JAVA:900
JAVA:721,Regression Testing,JAVA:930
JAVA:722,Relationships,JAVA:579
JAVA:723,Release Management,JAVA:557
JAVA:727,Remote Interface,JAVA:240
JAVA:728,Remote Object Registry,JAVA:746
JAVA:729,Remote Procedure Call,JAVA:680
JAVA:730,Remove,JAVA:618
JAVA:731,Reporting,JAVA:557
JAVA:732,Repository,JAVA:944
JAVA:733,REST,JAVA:967
JAVA:734,Return,JAVA:639
JAVA:735,Reuse/Release Equivalence,JAVA:633
JAVA:736,Rhino,JAVA:452
JAVA:737,Rhino,JAVA:407
JAVA:738,RMI,JAVA:727
JAVA:739,RMI Daemon,JAVA:183
JAVA:740,RMI Tools,JAVA:467
JAVA:741,Rmic,JAVA:738
JAVA:742,Rmic,JAVA:740
JAVA:743,Rmic,JAVA:860
JAVA:744,Rmid,JAVA:740
JAVA:745,Rmid,JAVA:739
JAVA:746,Rmiregistry,JAVA:740
JAVA:751,Ruby,JAVA:681
JAVA:752,Ruby,JAVA:388
JAVA:753,Ruby,JAVA:903
JAVA:754,Runnable,JAVA:904
JAVA:755,Runnable State,JAVA:907
JAVA:756,SaaS,JAVA:127
JAVA:758,Salesforce.com,JAVA:273
JAVA:759,Salesforce.com,JAVA:756
JAVA:760,Sar,JAVA:432
JAVA:761,Sar,JAVA:205
JAVA:762,Scala,JAVA:280
JAVA:763,Scala,JAVA:512
JAVA:764,Scale Out,JAVA:947
JAVA:765,Scale Up,JAVA:947
JAVA:766,Scheduled Thread Pool,JAVA:910
JAVA:767,Schema Generator,JAVA:459
JAVA:768,Schema Generator,JAVA:986
JAVA:769,Schemagen,JAVA:966
JAVA:770,Schemagen,JAVA:767
JAVA:772,Scheme,JAVA:280
JAVA:773,SCM,JAVA:557
JAVA:774,Scrum,JAVA:11
JAVA:775,SDLC,JAVA:828
JAVA:776,Search,JAVA:618
JAVA:777,Search Algorithms,JAVA:776
JAVA:778,Security,JAVA:957
JAVA:779,Security Certificate,JAVA:517
JAVA:780,Select,JAVA:842
JAVA:781,Selection Sort,JAVA:832
JAVA:782,Self Balancing Binary Search Tree,JAVA:83
JAVA:783,Self Service Provisioning,JAVA:127
JAVA:784,Semaphore,JAVA:875
JAVA:785,Sender,JAVA:708
JAVA:786,Sequence Diagram,JAVA:402
JAVA:788,Sequences,JAVA:624
JAVA:789,Serial GC,JAVA:283
JAVA:790,Serializable,JAVA:729
JAVA:791,Serialization,JAVA:794
JAVA:792,Serialver,JAVA:794
JAVA:793,Serialver,JAVA:740
JAVA:794,SerialVersionUID,JAVA:790
JAVA:795,servertool,JAVA:619
JAVA:796,servertool,JAVA:740
JAVA:797,servertool,JAVA:377
JAVA:798,Servlet,JAVA:369
JAVA:799,Servlet,JAVA:958
JAVA:800,Servlet Container,JAVA:163
JAVA:801,Session Beans,JAVA:240
JAVA:803,Session Facade Design Pattern,JAVA:853
JAVA:804,Session Facade Design Pattern,JAVA:854
JAVA:808,Set,JAVA:937
JAVA:810,Shared Memory,JAVA:568
JAVA:813,Simplicity,JAVA:211
JAVA:814,Single Dimensional Array,JAVA:54
JAVA:815,Single Responsibility,JAVA:830
JAVA:817,Single Thread Executor,JAVA:910
JAVA:818,Singleton,JAVA:212
JAVA:821,Skeleton Class,JAVA:741
JAVA:823,SOA,JAVA:53
JAVA:824,SOAP,JAVA:967
JAVA:825,Soft Reference,JAVA:719
JAVA:826,Software Bug,JAVA:829
JAVA:827,Software Development,JAVA:828
JAVA:828,Software Engineering,JAVA:993
JAVA:829,Software Testing,JAVA:993
JAVA:830,SOLID Principle,JAVA:213
JAVA:831,Sort,JAVA:618
JAVA:832,Sort Algorithms,JAVA:831
JAVA:833,Sorted Set,JAVA:808
JAVA:834,Specification,JAVA:415
JAVA:835,Spring Batch,JAVA:836
JAVA:836,Spring Framework,JAVA:199
JAVA:837,Spring Framework,JAVA:993
JAVA:838,Spring Framework,JAVA:56
JAVA:839,Spring JDBC Template,JAVA:836
JAVA:840,Spring MVC,JAVA:836
JAVA:841,SQL,JAVA:185
JAVA:842,SQL Query,JAVA:841
JAVA:843,Stable Abstraction,JAVA:634
JAVA:844,Stable Dependency,JAVA:634
JAVA:845,Stack,JAVA:624
JAVA:846,Stack,JAVA:566
JAVA:847,Stack Trace,JAVA:496
JAVA:848,StackOverflowError,JAVA:845
JAVA:849,Stamp Coupling,JAVA:542
JAVA:851,Starvation,JAVA:170
JAVA:852,State,JAVA:386
JAVA:853,Stateful Session Beans,JAVA:801
JAVA:854,Stateless Session Beans,JAVA:801
JAVA:855,Statemachine Diagram,JAVA:78
JAVA:856,Static,JAVA:581
JAVA:857,Static Collection,JAVA:54
JAVA:858,Static Collection,JAVA:532
JAVA:859,Structural Diagram,JAVA:932
JAVA:860,Stubs,JAVA:741
JAVA:861,Subclass,JAVA:284
JAVA:863,Subscriber,JAVA:917
JAVA:866,Superclass,JAVA:284
JAVA:868,Survivor Generation,JAVA:286
JAVA:869,SVN,JAVA:944
JAVA:875,Synchronization,JAVA:591
JAVA:876,Synchronized,JAVA:333
JAVA:877,Synchronized,JAVA:943
JAVA:882,Task Queue,JAVA:910
JAVA:884,Tcl,JAVA:681
JAVA:885,Tenured Generation,JAVA:286
JAVA:886,Terminated,JAVA:907
JAVA:888,Test Case,JAVA:898
JAVA:889,Test Case Setup,JAVA:504
JAVA:890,Test Case TearDown,JAVA:504
JAVA:892,Test Driven Development,JAVA:935
JAVA:893,Test Driven Development,JAVA:79
JAVA:894,Test NG,JAVA:935
JAVA:895,Test Plan,JAVA:902
JAVA:896,Test Result,JAVA:902
JAVA:897,Test Runner,JAVA:504
JAVA:898,Test Scenario,JAVA:902
JAVA:899,Test Suite,JAVA:935
JAVA:900,Testing,JAVA:827
JAVA:901,Testing,JAVA:705
JAVA:902,Testing Process,JAVA:829
JAVA:903,Third Generation Language,JAVA:681
JAVA:904,Thread,JAVA:591
JAVA:905,Thread,JAVA:525
JAVA:906,Thread Dump,JAVA:253
JAVA:907,Thread Lifecycle,JAVA:904
JAVA:908,Thread Local Storage,JAVA:566
JAVA:909,Thread Operations,JAVA:904
JAVA:910,Thread Pool,JAVA:591
JAVA:911,Thread Priority,JAVA:904
JAVA:912,Thread Safety,JAVA:943
JAVA:913,Timed Waiting,JAVA:907
JAVA:914,Timer Task,JAVA:904
JAVA:915,Timing Diagram,JAVA:402
JAVA:916,Tomcat,JAVA:963
JAVA:917,Topic,JAVA:475
JAVA:918,TopLink,JAVA:625
JAVA:920,Transaction,JAVA:167
JAVA:921,Transaction Isolation Level,JAVA:167
JAVA:925,Tree Set,JAVA:833
JAVA:926,Trie,JAVA:777
JAVA:927,Troubleshooting Tools,JAVA:467
JAVA:929,Try Catch,JAVA:253
JAVA:930,Types of Testing,JAVA:829
JAVA:931,UML,JAVA:993
JAVA:932,UML Diagram,JAVA:931
JAVA:934,Unit Test Case,JAVA:935
JAVA:935,Unit Testing,JAVA:900
JAVA:936,Unit Testing,JAVA:930
JAVA:937,Unordered Collection,JAVA:187
JAVA:938,Update,JAVA:842
JAVA:941,Use Case Diagram,JAVA:78
JAVA:942,Utility Pricing,JAVA:646
JAVA:943,Vector,JAVA:532
JAVA:944,Version Control,JAVA:827
JAVA:945,Vertical Scaling,JAVA:765
JAVA:946,Virtual Machine,JAVA:506
JAVA:947,Virtualization,JAVA:241
JAVA:948,VMWare,JAVA:372
JAVA:949,Volatile,JAVA:566
JAVA:950,Volatile,JAVA:565
JAVA:951,Wait,JAVA:909
JAVA:952,Waiting,JAVA:907
JAVA:953,War,JAVA:432
JAVA:954,War,JAVA:205
JAVA:955,Waterfall,JAVA:775
JAVA:956,Weak Reference,JAVA:719
JAVA:957,Web App,JAVA:959
JAVA:958,Web Application,JAVA:415
JAVA:959,Web Application Development,JAVA:993
JAVA:961,Web Container,JAVA:957
JAVA:962,Web Container,JAVA:163
JAVA:963,Web Server,JAVA:163
JAVA:964,Web Server,JAVA:957
JAVA:965,Web Service,JAVA:958
JAVA:966,Web Service Tools,JAVA:467
JAVA:967,Web Services,JAVA:959
JAVA:968,Weblogic,JAVA:417
JAVA:969,Websphere,JAVA:417
JAVA:970,White Box Testing,JAVA:930
JAVA:971,Whitebox Testing,JAVA:900
JAVA:972,Windows Azure,JAVA:631
JAVA:975,WSDL,JAVA:967
JAVA:976,WSDL Generator,JAVA:458
JAVA:977,Wsgen,JAVA:966
JAVA:978,Wsgen,JAVA:976
JAVA:979,Wsimport,JAVA:458
JAVA:980,Wsimport,JAVA:966
JAVA:981,Xjc,JAVA:966
JAVA:982,XML,JAVA:681
JAVA:983,XML Binding,JAVA:981
JAVA:984,XML Schema,JAVA:982
JAVA:985,XPath,JAVA:984
JAVA:986,XSD,JAVA:984
JAVA:987,XSL,JAVA:984
JAVA:988,XSLT,JAVA:984
JAVA:989,Yahoo Mail,JAVA:756
JAVA:990,Yield,JAVA:909
JAVA:991,Young Generation,JAVA:286
JAVA:992,Zoho,JAVA:756
JAVA:993,Java,JAVA:440
JAVA:994,Sets,JAVA:443
JAVA:995,Lists,JAVA:443
JAVA:996,Maps,JAVA:443
JAVA:997,LinkedHashSet,JAVA:994
JAVA:998,SortedSet,JAVA:994
JAVA:999,Tree Set,JAVA:994
JAVA:1000,EnumSet,JAVA:994
JAVA:1001,HashSet,JAVA:994
JAVA:1002,Comparable,JAVA:995
JAVA:1003,Comparator,JAVA:995
JAVA:1004,Vector,JAVA:995
JAVA:1005,ArrayList,JAVA:995
JAVA:1006,LinkedList,JAVA:995
JAVA:1007,Stack,JAVA:995
JAVA:1008,HashMap,JAVA:996
JAVA:1009,TreeMap,JAVA:996
JAVA:1010,LinkedHashMap,JAVA:996
JAVA:1011,hashtable,JAVA:996
JAVA:1012,EnumMap,JAVA:996
JAVA:1013,IdentityHashMap,JAVA:996
JAVA:1014,WeakHashMap,JAVA:996
JAVA:1015,NavigableMap,JAVA:996
JAVA:1016,Language Basics,JAVA:993
JAVA:1017,Arrays,JAVA:1016
JAVA:1018,DataTypes,JAVA:1016
JAVA:1019,Operators,JAVA:1016
JAVA:1020,Loops,JAVA:1016
JAVA:1021,Conditional Statements,JAVA:1016
JAVA:1022,Single Dimensional,JAVA:1017
JAVA:1023,Multi Dimensional,JAVA:1017
JAVA:1024,Boolean,JAVA:1018
JAVA:1025,Interger,JAVA:1018
JAVA:1026,Floating Points,JAVA:1018
JAVA:1027,Char,JAVA:1018
JAVA:1028,String,JAVA:1018
JAVA:1029,Bitwise,JAVA:1019
JAVA:1030,Relational,JAVA:1019
JAVA:1031,Arithmetic,JAVA:1019
JAVA:1032,Assignment,JAVA:1019
JAVA:1033,Unary,JAVA:1019
JAVA:1034,Equality,JAVA:1019
JAVA:1035,Conditional,JAVA:1019
JAVA:1036,Bit Shift,JAVA:1019
JAVA:1037,For Loop,JAVA:1020
JAVA:1038,Do While,JAVA:1020
JAVA:1039,Enhanced For Loop,JAVA:1020
JAVA:1040,While,JAVA:1020
JAVA:1041,If-else Statement,JAVA:1021
JAVA:1042,If Statement,JAVA:1021
JAVA:1043,Switch Statement,JAVA:1021
JAVA:1044,Nested Ifs,JAVA:1021
JAVA:1045,For Statement,JAVA:1021
